Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2001,2002,2003,2004,2005,2006,2007,2008,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
KOR,"Korea, Rep.",32416,Press Freedom Index,Total,10.5,9.17,11.13,7.5,7.75,12.13,9,15.67,13.33,24.48,25.66,26.55,28.58,,27.61,23.51,24.94,23.7,23.43
KOR,"Korea, Rep.",32417,Press Freedom Rank,Total,5,117,9,102,95,13,118,25,14,36,46,55,66,59,63,43,41,42,42
KSV,Kosovo,32416,Press Freedom Index,Total,,,,36881,19750,20674,18438,19804,36662,37549,37757,64536,64527,,,,,,
KSV,Kosovo,32417,Press Freedom Rank,Total,,,,90572,20614,64499,91179,37737,107336,118470,116370,120614,121056,119285,,,,,
KWT,Kuwait,32416,Press Freedom Index,Total,25.5,31.33,31.67,21.25,17,20.17,12.63,15.25,23.75,28.28,30.71,30.84,32.59,,33.61,31.91,33.86,34.3,34.36
KWT,Kuwait,32417,Press Freedom Rank,Total,35,54,58,34,20,33,7,21,52,62,80,84,98,98,104,105,108,109,105
LAO,Lao PDR,32416,Press Freedom Index,Total,89,94.83,64.33,66.5,67.5,75,70,92,80.5,67.99,,71.25,71.58,,66.41,66.41,64.49,64.28,70.56
LAO,Lao PDR,32417,Press Freedom Rank,Total,95,123,106,99,93,128,106,130,135,157,,166,166,162,170,170,171,172,172
LBN,Lebanon,32416,Press Freedom Index,Total,19.7,32.5,24.38,28.25,27,28.75,14,15.42,20.5,30.15,31.89,31.81,31.95,,33.01,31.15,32.44,,34.93
LBN,Lebanon,32417,Press Freedom Rank,Total,20,57,41,49,45,59,12,22,43,86,95,92,94,93,99,100,101,102,107
LBR,Liberia,32416,Press Freedom Index,Total,37.8,40,40,20.5,19,25.33,9.75,15.5,22.5,29.89,30.65,30.78,30.71,,31.12,30.33,31.49,32.25,33.36
LBR,Liberia,32417,Press Freedom Rank,Total,63,77,75,33,27,52,119,23,49,82,78,83,89,88,94,89,93,95,98
LBY,Libya,32416,Press Freedom Index,Total,72.5,60,65,88.75,62.5,66.5,61.5,64.5,63.5,37.86,39.84,45.99,57.89,,56.81,56.79,55.77,55.77,55.73
LBY,Libya,32417,Press Freedom Rank,Total,88,102,107,113,89,121,99,110,120,115,126,147,157,155,163,162,162,164,165
LIE,Liechtenstein,32416,Press Freedom Index,Total,,,,,,,,,,7.35,7.02,17.67,18.36,,20.31,20.49,20.49,19.52,19.49
LIE,Liechtenstein,32417,Press Freedom Rank,Total,,,,,,,,,,160,163,22,24,29,32,30,26,24,23
LKA,Sri Lanka,32416,Press Freedom Index,Total,15.8,24.83,36.5,33.25,50.75,67.5,78,75,62.5,56.59,59.13,60.28,44.96,,44.34,41.37,39.61,41.94,42.2
LKA,Sri Lanka,32417,Press Freedom Rank,Total,15,38,62,54,78,122,107,118,118,146,154,158,135,134,141,131,126,127,127
LSO,Lesotho,32416,Press Freedom Index,Total,,17.75,29.5,19.5,16,29.5,29.5,27.5,24,28.36,28.36,28.36,28.78,,28.78,28.78,29.74,30.45,31.61
LSO,Lesotho,32417,Press Freedom Rank,Total,,22,50,29,19,60,48,53,53,66,63,71,69,64,68,68,78,86,88
LTU,Lithuania,32416,Press Freedom Index,Total,,2.83,3,4.5,6.5,7,4,2.25,2.5,18.24,19.2,18.8,19.95,,21.37,22.2,22.06,21.19,20.15
LTU,Lithuania,32417,Press Freedom Rank,Total,,31,52,65,87,125,65,38,41,19,21,26,31,33,36,36,30,28,28
LUX,Luxembourg,32416,Press Freedom Index,Total,,,,,,,1.5,4,4,6.68,6.7,13.61,14.43,,14.72,14.72,15.66,15.46,17.56
LUX,Luxembourg,32417,Press Freedom Rank,Total,,,,,,,1,77,82,151,158,14,11,12,15,17,17,17,20
LVA,Latvia,32416,Press Freedom Index,Total,,2.25,1,2.5,3,3.5,3,3,8.5,22.89,21.1,18.12,17.38,,18.62,19.63,19.53,18.56,19.26
LVA,Latvia,32417,Press Freedom Rank,Total,,28,3,32,53,62,49,58,133,25,26,23,20,25,28,24,24,22,22
MAR,Morocco,32416,Press Freedom Index,Total,29,39.67,43,36.17,24.83,33.25,32.25,41,47.4,39.04,39.72,39.19,42.64,,42.42,43.13,43.98,42.88,43.94
MAR,Morocco,32417,Press Freedom Rank,Total,45,73,77,58,40,67,55,81,94,120,125,124,125,127,133,135,135,133,136
MDA,Moldova,32416,Press Freedom Index,Total,,27,20.5,17.5,19.17,24.75,21.38,33.75,19.13,26.01,25.35,27.85,28.83,,30.41,30.01,31.21,31.16,31.61
MDA,Moldova,32417,Press Freedom Rank,Total,,43,34,25,28,48,33,68,38,41,45,67,72,76,80,81,91,91,89
MDG,Madagascar,32416,Press Freedom Index,Total,22.8,8.17,18.5,24.5,15,20,21,45.83,34.88,28.62,29.38,27.43,27.04,,26.71,26.2,27.76,27.68,28.24
MDG,Madagascar,32417,Press Freedom Rank,Total,27,111,27,42,16,32,30,88,74,73,70,59,52,53,57,54,54,54,57
MDV,Maldives,32416,Press Freedom Index,Total,,47.5,69.17,58.5,51.25,45.17,23.25,14,16,31.1,33.11,34.32,34.17,,39.3,37.95,32.16,29.93,29.13
MDV,Maldives,32417,Press Freedom Rank,Total,,88,109,89,80,92,37,16,22,88,97,106,106,111,117,120,98,79,72
MEX,Mexico,32416,Press Freedom Index,Total,24.8,17.67,27.83,45.5,45.83,53.63,46.13,48.25,47.5,45.3,45.04,43.69,49.33,,48.97,48.91,46.78,45.45,46.71
MEX,Mexico,32417,Press Freedom Rank,Total,33,21,48,74,69,101,75,91,95,137,141,141,143,140,147,147,144,143,143
MKD,"Macedonia, FYR",32416,Press Freedom Index,Total,,9.67,11.25,8.75,11.5,11.5,8.25,8.75,18.4,,36.43,36.26,36.09,,35.74,32.43,31.66,31.28,31.67
MKD,"Macedonia, FYR",32417,Press Freedom Rank,Total,,119,10,109,7,10,109,124,35,,112,111,112,105,111,109,95,92,90
MLI,Mali,32416,Press Freedom Index,Total,12.5,11,12.83,8,9,16.5,7.5,8,8,30.03,36.29,36.33,39.83,,38.27,36.15,35.23,34.12,33.5
MLI,Mali,32417,Press Freedom Rank,Total,9,8,16,104,103,24,104,122,131,84,111,112,116,110,116,115,112,108,99
MLT,Malta,32416,Press Freedom Index,Total,,,,,,,,2.5,4,23.3,23.84,24.16,23.84,,24.76,27.44,29.74,30.16,30.46
MLT,Malta,32417,Press Freedom Rank,Total,,,,,,,,39,82,31,40,43,42,44,47,65,77,81,81
MMR,Myanmar,32416,Press Freedom Index,Total,96.8,95.5,103.63,88.83,94.75,93.75,94.38,102.67,94.5,44.71,41.43,42.08,45.48,,41.82,43.15,44.92,44.77,46.14
MMR,Myanmar,32417,Press Freedom Rank,Total,102,124,6,114,108,138,120,7,141,135,134,137,137,125,131,137,138,139,140
MNE,Montenegro,32416,Press Freedom Index,Total,,,,,11.5,19,10,17,28.5,32.97,34.78,34.63,32.79,,33.65,31.21,32.74,33.83,34.33
MNE,Montenegro,32417,Press Freedom Rank,Total,,,,,7,29,2,31,64,97,103,108,100,100,106,103,104,105,104
MNG,Mongolia,32416,Press Freedom Index,Total,24.5,18.25,19,12.5,19.25,23.4,20.83,23.33,19.42,29.93,30.3,25.25,27.61,,28.95,29.05,29.51,29.61,28.97
MNG,Mongolia,32417,Press Freedom Rank,Total,32,24,28,11,29,42,29,45,39,83,77,49,56,65,69,71,70,73,68
MOZ,Mozambique,32416,Press Freedom Index,Total,23.5,14,16.25,10.5,11.5,23,20.5,19,26.5,28.01,29.26,29.98,30.25,,31.05,31.12,32.66,33.79,35.39
MOZ,Mozambique,32417,Press Freedom Rank,Total,30,12,22,7,7,41,27,36,60,58,68,79,83,87,93,99,103,104,108
MRT,Mauritania,32416,Press Freedom Index,Total,41.3,36.67,51,40,17.5,15.5,23.88,28.5,25.38,26.76,26.53,25.27,24.03,,26.49,29.09,31.65,32.54,32.25
MRT,Mauritania,32417,Press Freedom Rank,Total,69,67,89,67,23,22,38,54,57,52,49,50,44,51,55,72,94,97,94
MUS,Mauritius,32416,Press Freedom Index,Total,9.5,7.25,10.5,7.5,8,8.5,9,14,18,26.47,27.69,27.69,27.69,,26.67,26.45,28.46,28,28.74
MUS,Mauritius,32417,Press Freedom Rank,Total,97,106,5,102,101,131,118,16,33,48,59,63,57,52,56,56,58,56,61
MWI,Malawi,32416,Press Freedom Index,Total,27.7,21,31,22.75,25.5,26.75,15,15.5,21,28.18,28.29,26.41,28.12,,28.97,27.43,29.36,29.32,28.8
MWI,Malawi,32417,Press Freedom Rank,Total,41,33,57,38,42,56,15,23,44,60,62,54,62,66,70,64,68,69,62
MYS,Malaysia,32416,Press Freedom Index,Total,37.8,32,39.83,33,22.25,41,39.5,44.25,50.75,42.73,42.73,43.29,46.57,,46.89,47.41,36.74,33.12,39.47
MYS,Malaysia,32417,Press Freedom Rank,Total,63,56,71,53,37,87,64,85,100,129,136,140,140,137,144,145,123,101,119
NAM,Namibia,32416,Press Freedom Index,Total,8,11,10,5.5,6,8.5,5.5,9,7,12.5,12.5,12.5,15.15,,17.08,20.24,18.95,19.25,19.72
NAM,Namibia,32417,Press Freedom Rank,Total,90,8,4,78,86,131,81,128,123,5,11,12,13,21,24,26,23,23,24
NER,Niger,32416,Press Freedom Index,Total,18.5,15.75,18.33,13,24.5,25.5,37,48.5,28.5,23.08,23.59,23.85,24.62,,27.21,27.4,29.26,28.25,28.44
NER,Niger,32417,Press Freedom Rank,Total,17,16,26,13,39,53,62,92,64,29,37,42,48,57,61,63,66,57,59
NGA,Nigeria,32416,Press Freedom Index,Total,15.5,31.5,37.75,38.75,32.23,49.83,37.75,46,51.5,34.11,34.24,34.09,35.9,,39.69,37.41,36.5,35.63,39.69
NGA,Nigeria,32417,Press Freedom Rank,Total,14,55,67,61,56,94,63,89,104,99,101,105,110,116,122,119,120,115,120
NIC,Nicaragua,32416,Press Freedom Index,Total,,6.5,11.67,15.25,15.5,14.25,12.5,16.75,22.33,28.31,27.7,27.94,28.82,,31.01,30.41,35.53,35.81,39.98
NIC,Nicaragua,32417,Press Freedom Rank,Total,,100,12,21,18,19,6,30,48,63,60,68,71,86,92,90,114,117,121
NLD,Netherlands,32416,Press Freedom Index,Total,0.5,0.5,0.5,0.5,0.5,3.5,4,1,0,6.48,6.46,9.22,8.76,,11.28,10.01,8.63,9.96,9.67
NLD,Netherlands,32417,Press Freedom Rank,Total,1,1,1,1,1,62,65,3,2,149,156,177,170,2,5,3,4,5,6
NOR,Norway,32416,Press Freedom Index,Total,0.5,0.5,0.5,0.5,2,0.75,1.5,0,0,6.52,6.52,7.75,8.79,,7.6,7.63,7.82,7.84,6.72
NOR,Norway,32417,Press Freedom Rank,Total,1,1,1,1,32,1,1,2,2,150,157,163,171,164,1,1,1,1,1
NPL,Nepal,32416,Press Freedom Index,Total,63,51.5,84,86.75,73.5,53.75,43.25,35.63,36.38,34.61,36.16,32.71,32.62,,33.02,32.05,33.4,35.1,34.62
NPL,Nepal,32417,Press Freedom Rank,Total,84,95,117,111,98,102,73,72,77,102,109,99,99,94,100,106,106,112,106
NZL,New Zealand,32416,Press Freedom Index,Total,,2.83,0.67,2,5,4.17,3,3,1.5,8.38,8.55,10.06,10.01,,13.98,13.62,10.75,10.69,10.04
NZL,New Zealand,32417,Press Freedom Rank,Total,,31,2,31,75,81,49,58,3,169,175,1,1,10,13,8,7,9,8
OMN,Oman,32416,Press Freedom Index,Total,,57.75,,,,,32.67,29.5,40.25,41.51,38.83,38.83,40.43,,40.46,40.67,43.42,43.42,43.37
OMN,Oman,32417,Press Freedom Rank,Total,,97,,,,,56,57,84,125,123,121,119,120,126,127,132,135,133
PAK,Pakistan,32416,Press Freedom Index,Total,44.7,39,61.75,60.75,70.33,64.83,54.88,65.67,56.17,51.31,51.46,50.46,48.52,,43.55,43.24,45.83,45.52,46.86
PAK,Pakistan,32417,Press Freedom Rank,Total,73,71,103,94,96,118,88,113,109,143,147,152,141,132,139,139,142,145,145
PAN,Panama,32416,Press Freedom Index,Total,15.5,9.75,14.5,15,9.5,17.88,11.83,14.5,21.83,32.95,30.2,28.98,30.59,,32.12,30.56,29.78,29.78,29.94
PAN,Panama,32417,Press Freedom Rank,Total,14,120,20,20,104,26,4,18,46,96,76,77,87,90,96,91,79,76,77
PER,Peru,32416,Press Freedom Index,Total,9.5,10.25,40,33.33,28.25,37.38,26.25,20.88,30,31.87,31.7,31.21,29.99,,30.98,30.27,30.22,30.94,31.71
PER,Peru,32417,Press Freedom Rank,Total,97,7,75,55,49,75,41,41,67,90,93,86,80,85,90,88,85,90,91
PHL,Philippines,32416,Press Freedom Index,Total,29,35.25,36.63,50,51,44.75,45,38.25,60,43.11,43.69,41.19,44.66,,41.08,42.53,43.91,43.54,45.64
PHL,Philippines,32417,Press Freedom Rank,Total,45,65,63,80,79,91,74,75,116,131,138,134,132,121,127,133,134,136,138
PNG,Papua New Guinea,32416,Press Freedom Index,Total,,,,,,,,14.7,13.33,22.97,23.46,25.87,25.81,,25.07,26.19,24.7,23.93,24.88
PNG,Papua New Guinea,32417,Press Freedom Rank,Total,,,,,,,,19,14,27,33,51,51,47,51,53,38,46,47
POL,Poland,32416,Press Freedom Index,Total,7.8,6.17,6.83,12.5,14,18.5,9,9.5,8.88,13.11,11.03,12.71,23.89,,26.47,26.59,28.89,28.65,28.84
POL,Poland,32417,Press Freedom Rank,Total,87,99,101,11,14,28,118,129,134,8,8,13,43,50,54,58,59,62,64
PRK,"Korea, Dem. People’s Rep.",32416,Press Freedom Index,Total,,,,,,,,,104.75,83.9,,,83.76,,84.98,88.87,83.4,85.82,81.28
PRK,"Korea, Dem. People’s Rep.",32417,Press Freedom Rank,Total,,,,,,,,,6,171,,,176,,180,180,179,180,179
PRT,Portugal,32416,Press Freedom Index,Total,1.5,5.17,4.5,4.83,3,2,4,8,12.36,16.75,17.73,17.11,17.27,,15.77,14.17,12.63,11.83,10.11
PRT,Portugal,32417,Press Freedom Rank,Total,4,91,74,66,53,31,65,122,12,14,19,21,19,15,18,14,12,10,9
PRY,Paraguay,32416,Press Freedom Index,Total,8.5,7.17,10.5,15.5,18.25,26.1,20.5,14.33,16.25,28.78,31.81,33.74,33.63,,35.64,32.32,32.4,32.97,33.52
PRY,Paraguay,32417,Press Freedom Rank,Total,91,105,5,22,25,54,27,17,23,76,94,103,105,104,110,107,99,100,100
PSE,West Bank and Gaza,32416,Press Freedom Index,Total,,,,,,,,,,,,,,,42.9,42.96,44.68,44.09,43.18
PSE,West Bank and Gaza,32417,Press Freedom Rank,Total,,,,,,,,,,,,,,,135,134,137,137,132
QAT,Qatar,32416,Press Freedom Index,Total,,35,32.5,23,18,24,15.5,24,38,32.86,34.32,35.35,35.97,,39.83,40.16,42.51,42.51,42.6
QAT,Qatar,32417,Press Freedom Rank,Total,,63,59,39,24,46,17,48,79,95,102,109,111,117,123,125,128,129,128
ROU,Romania,32416,Press Freedom Index,Total,13.3,11.5,17.83,16.17,14,12.75,9,12.5,16,23.05,23.48,24.9,24.29,,24.46,23.65,25.67,25.91,24.91
ROU,Romania,32417,Press Freedom Rank,Total,10,9,25,23,14,15,118,15,22,28,34,47,45,43,46,44,47,48,48
RUS,Russian Federation,32416,Press Freedom Index,Total,48,49.5,51.38,48.67,52.5,56.9,47.5,60.88,49.9,43.42,42.78,44.97,49.03,,49.45,49.96,50.31,48.92,48.71
RUS,Russian Federation,32417,Press Freedom Rank,Total,75,90,90,76,82,109,76,107,98,132,137,145,142,141,148,148,149,149,150
RWA,Rwanda,32416,Press Freedom Index,Total,37.5,34.25,37.25,38,41,58.88,50,64.67,81,55.46,56.57,56.57,54.61,,54.11,52.9,52.43,50.34,50.66
RWA,Rwanda,32417,Press Freedom Rank,Total,62,61,65,60,66,112,82,111,136,145,151,154,155,152,159,156,155,155,156
SAU,Saudi Arabia,32416,Press Freedom Index,Total,62.5,71.5,79.17,66,76,59.75,61.75,76.5,61.5,56.88,58.3,59.41,59.72,,66.02,63.13,65.88,62.14,62.73
SAU,Saudi Arabia,32417,Press Freedom Rank,Total,82,108,114,98,100,113,100,119,117,147,153,157,158,160,168,169,172,170,170
SDN,Sudan,32416,Press Freedom Index,Total,36,45.75,44.25,44,48.13,55.75,42,54,85.33,70.06,71.88,72.34,72.53,,73.56,71.13,72.45,55.33,52.93
SDN,Sudan,32417,Press Freedom Rank,Total,60,85,81,73,74,105,70,102,139,161,168,169,167,167,174,174,175,159,159
SEN,Senegal,32416,Press Freedom Index,Total,14,14.5,21.5,19,17.5,25,19,22,25,26.19,26.68,27.77,27.99,,26.72,25.61,25.81,23.99,25.22
SEN,Senegal,32417,Press Freedom Rank,Total,12,14,36,27,23,50,22,44,56,45,51,66,61,54,58,50,49,47,49
SGP,Singapore,32416,Press Freedom Index,Total,,47.33,57,50.67,51.5,56,49,45,47.5,43.43,44.29,45.87,52.96,,51.1,50.95,51.41,55.23,55.2
SGP,Singapore,32417,Press Freedom Rank,Total,,87,97,81,81,106,79,87,95,133,139,146,148,144,151,151,151,158,160
SLE,Sierra Leone,32416,Press Freedom Index,Total,24.5,23.5,24.5,39.5,26,39.5,27.75,34,24.25,26.35,28.23,28.47,29.94,,30.73,29.98,30.36,30.28,29.61
SLE,Sierra Leone,32417,Press Freedom Rank,Total,32,36,42,63,43,79,46,69,54,47,61,73,79,80,85,79,86,85,75
SLV,El Salvador,32416,Press Freedom Index,Total,8.8,6.83,6,5.75,10,20.2,12.8,17.25,15.83,22.86,21.57,23.66,27.2,,27.24,27.78,29.81,29.7,30.49
SLV,El Salvador,32417,Press Freedom Rank,Total,92,101,99,79,3,34,8,33,21,24,27,40,54,58,62,66,81,74,82
SOM,Somalia,32416,Press Freedom Index,Total,,45,43.5,59,51.25,71.5,58,77.5,66,73.59,73.19,72.31,65.35,,65.95,63.04,57.24,55.45,55.47
SOM,Somalia,32417,Press Freedom Rank,Total,,83,79,90,80,126,89,120,121,166,172,167,160,159,167,168,164,163,161
SRB,Serbia,32416,Press Freedom Index,Total,20.8,21.33,20.13,14.83,11.5,21,13.5,15.5,23,26.59,25.05,27.66,27.6,,28.05,29.58,31.18,31.62,32.03
SRB,Serbia,32417,Press Freedom Rank,Total,23,34,33,19,7,37,10,23,50,49,43,62,55,62,66,76,90,93,93
SSD,South Sudan,32416,Press Freedom Index,Total,,,,,,,,,,36.2,,38.04,44.87,,48.16,46.88,45.65,44.49,45.78
SSD,South Sudan,32417,Press Freedom Rank,Total,,,,,,,,,,108,,119,134,138,145,144,139,138,139
SUR,Suriname,32416,Press Freedom Index,Total,,,,,,,6,10.6,11.5,18.19,18.2,18.2,16.7,,16.07,16.44,16.38,17.5,16.95
SUR,Suriname,32417,Press Freedom Rank,Total,,,,,,,95,5,8,17,20,24,18,17,20,21,20,20,19
SVK,Slovak Republic,32416,Press Freedom Index,Total,,2.5,0.5,0.75,2.5,1,3,11,11.5,13.25,11.39,11.66,13.26,,15.51,20.26,23.58,22.67,23.02
SVK,Slovak Republic,32417,Press Freedom Rank,Total,,29,1,2,33,2,49,10,8,9,9,9,8,14,17,27,35,33,35
SVN,Slovenia,32416,Press Freedom Index,Total,4,3,2.25,1,3,6.5,7.33,9.5,13.44,20.49,20.38,20.55,22.26,,21.7,21.69,22.31,22.64,23.1
SVN,Slovenia,32417,Press Freedom Rank,Total,64,47,31,3,53,114,103,129,17,21,23,30,36,34,37,32,34,32,36
SWE,Sweden,32416,Press Freedom Index,Total,1.5,1.5,2,2,4,1.5,3,0,0,9.23,8.98,9.47,12.33,,8.27,8.31,8.31,9.25,7.24
SWE,Sweden,32417,Press Freedom Rank,Total,4,5,30,31,62,3,49,2,2,173,176,178,4,170,2,2,3,4,3
SWZ,Swaziland,32416,Press Freedom Index,Total,29,37.5,31,35,40.5,54.5,50.5,52.5,57.5,46.76,46.76,47.28,52.37,,51.27,51.46,49.09,45.15,46.34
SWZ,Swaziland,32417,Press Freedom Rank,Total,45,69,57,57,65,103,84,99,113,139,145,148,147,145,152,152,147,141,141
SYC,Seychelles,32416,Press Freedom Index,Total,20.8,26.75,23.5,17,24.5,33,15.5,16,18,29.19,31.68,31.55,30.6,,30.86,30.17,29.41,28.66,25.66
SYC,Seychelles,32417,Press Freedom Rank,Total,23,42,39,24,39,66,17,28,33,78,92,90,88,82,87,85,69,63,52
SYR,Syrian Arab Republic,32416,Press Freedom Index,Total,62.8,67.5,67.5,55,63,66,59.63,78,91.5,78.53,77.04,77.29,81.35,,81.49,79.22,71.78,72.57,70.63
SYR,Syrian Arab Republic,32417,Press Freedom Rank,Total,83,104,108,86,90,120,94,121,140,167,173,172,174,172,177,177,174,174,173
TCD,Chad,32416,Press Freedom Index,Total,28.8,24,33.25,30,35.5,36.5,41.25,44.5,33.17,34.87,40.22,40.17,40.59,,39.66,38.45,36.71,39.7,40.2
TCD,Chad,32417,Press Freedom Rank,Total,44,37,60,50,60,71,68,86,70,105,128,128,121,115,121,123,122,123,123
TGO,Togo,32416,Press Freedom Index,Total,31.5,27.5,19.5,23.75,15,15.17,10,15.5,17,28.45,29,28.5,30.31,,30.75,30.23,29.69,29.33,29.59
TGO,Togo,32417,Press Freedom Rank,Total,54,44,29,40,16,21,2,23,29,68,65,74,84,81,86,86,76,71,74
THA,Thailand,32416,Press Freedom Index,Total,22.8,19.67,14,28,33.5,53.5,34.5,44,56.83,38.6,37.94,40.07,44.53,,44.69,44.31,44.1,44.94,45.22
THA,Thailand,32417,Press Freedom Rank,Total,27,27,18,48,58,100,57,84,111,119,119,127,130,135,142,140,136,140,137
TJK,Tajikistan,32416,Press Freedom Index,Total,28.3,34.5,27.75,33,30,37,25.5,32,34.5,35.71,34.86,36.19,50.34,,50.27,50.06,54.02,55.34,55.52
TJK,Tajikistan,32417,Press Freedom Rank,Total,43,62,47,53,54,73,39,67,73,107,104,110,144,142,149,149,161,161,162
TKM,Turkmenistan,32416,Press Freedom Index,Total,91.5,82.83,99.83,93.5,98.5,103.75,95.5,107,95.33,79.14,80.81,80.83,83.44,,84.19,84.2,85.44,85.44,80.03
TKM,Turkmenistan,32417,Press Freedom Rank,Total,101,114,123,119,111,6,121,9,143,168,177,174,175,173,178,178,180,179,178
TLS,Timor-Leste,32416,Press Freedom Index,Total,,,,,,27,13.75,16,25,28.72,29.04,32.63,32.02,,32.82,30.81,29.93,29.9,29.11
TLS,Timor-Leste,32417,Press Freedom Rank,Total,,,,,,57,11,28,56,75,66,97,95,92,98,95,84,78,71
TON,Tonga,32416,Press Freedom Index,Total,,,38.17,14.5,13,38.25,18,,23.75,26.7,26.7,23.37,21.24,,24.97,25.68,25.41,27.27,24.59
TON,Tonga,32417,Press Freedom Rank,Total,,,68,18,12,77,20,,52,51,52,39,33,46,49,51,45,50,46
TTO,Trinidad and Tobago,32416,Press Freedom Index,Total,,1,2,2,5,5,6.13,7,8.5,23.12,23.28,22.39,23.29,,20.62,22.79,24.74,23.22,21.55
TTO,Trinidad and Tobago,32417,Press Freedom Rank,Total,,2,30,31,75,95,96,116,133,30,32,36,40,31,34,39,39,36,31
TUN,Tunisia,32416,Press Freedom Index,Total,67.8,50.83,62.67,57.5,53.75,57,48.1,61.5,72.5,39.93,38.69,38.68,31.6,,32.22,30.91,29.61,29.45,29.53
TUN,Tunisia,32417,Press Freedom Rank,Total,85,94,105,88,83,110,78,108,127,122,122,120,92,91,97,97,72,72,73
TUR,Turkey,32416,Press Freedom Index,Total,33.5,35,37.25,25,25,31.25,22.75,38.25,49.25,46.56,45.87,44.16,50.76,,52.98,53.5,52.81,50.02,49.79
TUR,Turkey,32417,Press Freedom Rank,Total,56,63,65,43,41,64,36,75,96,138,143,142,145,148,155,157,157,154,153
TWN,"Taiwan, China",32416,Press Freedom Index,Total,,,,,,,,,,,,,,,24.37,23.36,24.98,23.76,23.86
TWN,"Taiwan, China",32417,Press Freedom Rank,Total,,,,,,,,,,,,,,,45,42,42,43,43
TZA,Tanzania,32416,Press Freedom Index,Total,21.3,16.5,14.5,17.5,19.82,18,15,15.5,13,27.34,27.3,28.09,28.65,,30.65,30.65,36.28,40.25,40.69
TZA,Tanzania,32417,Press Freedom Rank,Total,24,17,20,25,31,27,15,23,13,55,58,69,67,79,83,93,118,124,124
UGA,Uganda,32416,Press Freedom Index,Total,17,25.75,24,19.25,29.83,28,26,21.5,25.5,31.69,33.29,31.65,32.58,,35.94,36.77,39.42,40.95,41.19
UGA,Uganda,32417,Press Freedom Rank,Total,16,40,40,28,52,58,40,42,58,89,99,91,97,106,112,117,125,125,125
UKR,Ukraine,32416,Press Freedom Index,Total,40,40,51,32.5,26.5,26.75,19.25,22,46.83,36.79,36.93,39.1,32.93,,33.19,31.16,32.46,32.52,32.96
UKR,Ukraine,32417,Press Freedom Rank,Total,67,77,89,52,44,56,23,44,91,110,116,123,101,96,102,101,102,96,97
URY,Uruguay,32416,Press Freedom Index,Total,6,4,10,9.75,13.75,11.75,8.33,7.63,11.75,15.92,16.08,15.94,15.88,,17.43,15.56,16.06,15.79,16.38
URY,Uruguay,32417,Press Freedom Rank,Total,80,74,4,118,13,11,110,117,9,13,15,18,16,22,25,20,19,19,18
USA,United States,32416,Press Freedom Index,Total,4.8,6,4,9.5,13,14.5,8,4,6.75,18.22,23.49,24.41,22.49,,23.88,23.73,25.69,23.85,23.93
USA,United States,32417,Press Freedom Rank,Total,66,98,72,116,12,20,108,77,115,18,35,44,37,40,43,45,48,45,44
UZB,Uzbekistan,32416,Press Freedom Index,Total,45,61.5,52.13,66.5,71,74.88,62.7,67.67,71.5,60.39,61.01,61.14,61.15,,66.11,60.84,53.52,53.07,50.74
UZB,Uzbekistan,32417,Press Freedom Rank,Total,74,103,92,99,97,127,101,114,126,153,160,159,159,161,169,165,160,156,157
VEN,"Venezuela, RB",32416,Press Freedom Index,Total,25,27.83,24.63,23,29,36.88,27.33,39.5,47.33,34.44,35.37,40.61,44.77,,42.94,46.03,49.1,45.66,47.6
VEN,"Venezuela, RB",32417,Press Freedom Rank,Total,34,45,43,39,51,72,45,76,93,101,105,130,133,130,137,143,148,147,148
VNM,Vietnam,32416,Press Freedom Index,Total,81.3,89.17,86.88,73.25,67.25,79.25,86.17,81.67,75.75,71.78,72.36,72.63,74.27,,73.96,75.05,74.93,74.71,78.46
VNM,Vietnam,32417,Press Freedom Rank,Total,93,115,118,103,92,129,116,125,128,163,170,170,168,168,175,175,176,175,175
WSM,Samoa,32416,Press Freedom Index,Total,,,,,,,,,33,23.84,22.02,22.32,18.8,,16.41,16.69,18.25,18.25,19.24
WSM,Samoa,32417,Press Freedom Rank,Total,,,,,,,,,69,34,29,35,25,18,21,22,22,21,21
YEM,"Yemen, Rep.",32416,Press Freedom Index,Total,34.8,41.83,48,46.25,54,56.67,59,83.38,82.13,69.22,67.26,66.36,67.07,,65.8,62.23,61.66,58.25,62.35
YEM,"Yemen, Rep.",32417,Press Freedom Rank,Total,58,79,84,75,84,108,91,126,137,158,161,161,163,158,166,167,168,167,169
ZAF,South Africa,32416,Press Freedom Index,Total,7.5,3.33,5,6.5,11.25,13,8,8.5,12,24.56,23.19,22.06,21.92,,20.12,20.39,22.19,22.41,21.59
ZAF,South Africa,32417,Press Freedom Rank,Total,86,48,86,93,6,16,108,123,10,38,31,34,35,28,31,28,31,31,32
ZMB,Zambia,32416,Press Freedom Index,Total,26.8,23.25,29.75,23,22.5,21.5,15.5,26.75,22,27.93,30.89,34.35,35.08,,36.48,35.36,36.38,37,38.21
ZMB,Zambia,32417,Press Freedom Rank,Total,38,35,51,39,38,38,17,51,47,57,82,107,108,108,114,113,119,120,115
ZWE,Zimbabwe,32416,Press Freedom Index,Total,48.3,45.5,67.5,64.25,50,62,54,46.5,39.5,38.12,39.19,39.19,40.41,,41.44,40.53,42.23,40.95,43.12
