region,name,year,month,basestate,targetstate,countryid,groupid,ucdpid_con,ucdpid_dyad,neldaid,election,alias,part,propart,nopart,viop,peacep,winner,priorp,active,ucdp,terr,beyond_10u,
AF,National Union for the Total Independence of Angola (UNITA),2007,,Angola,Angola,540,5404,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Union for the Total Independence of Angola (UNITA),2008,9,Angola,Angola,540,5404,,,540-2008-0905-L1,1,,1,Election World,,0,1,0,0,0,0,0,0,
AF,National Union for the Total Independence of Angola (UNITA),2009,,Angola,Angola,540,5404,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Union for the Total Independence of Angola (UNITA),2010,,Angola,Angola,540,5404,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1956,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,0,0,0,,
AF,National Front for the Liberation of Angola (FNLA),1957,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,0,0,0,,
AF,National Front for the Liberation of Angola (FNLA),1958,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,0,0,0,,
AF,National Front for the Liberation of Angola (FNLA),1959,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,0,0,0,,
AF,National Front for the Liberation of Angola (FNLA),1960,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,0,0,0,,
AF,National Front for the Liberation of Angola (FNLA),1961,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1962,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1963,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1964,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1965,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1966,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1967,,Portugal/Angola,Portugal/Angola,235,5405,,,,0,,0,,,0,0,0,0,1,,0,,739
AF,National Front for the Liberation of Angola (FNLA),1968,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,,739
AF,National Front for the Liberation of Angola (FNLA),1969,10,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,235-1969-1026-L1,1,,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1970,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1971,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1972,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1973,10,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,235-1973-1028-L1,1,,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1974,,Portugal/Angola,Portugal/Angola,235,5405,Jan-66,739,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,739
AF,National Front for the Liberation of Angola (FNLA),1975,,Angola,Angola,540,5405,1-131,568,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,568
AF,National Front for the Liberation of Angola (FNLA),1976,,Angola,Angola,540,5405,1-131,568,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,568
AF,National Front for the Liberation of Angola (FNLA),1977,,Angola,Angola,540,5405,1-131,568,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,568
AF,National Front for the Liberation of Angola (FNLA),1978,,Angola,Angola,540,5405,1-131,568,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,568
AF,National Front for the Liberation of Angola (FNLA),1979,,Angola,Angola,540,5405,1-131,568,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,1,0,0,568
AF,National Front for the Liberation of Angola (FNLA),1980,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,Election World,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1981,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1982,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1983,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1984,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1985,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1986,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,Election World,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1987,,Angola,Angola,540,5405,,,,0,Frente Nacional de Libertação de Angola,0,,,0,0,0,0,1,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1988,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1989,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1990,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1991,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1992,9,Angola,Angola,540,5405,,,540-1992-0929-L1,1,,1,Election World,,0,1,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1993,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1994,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1995,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1996,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1997,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,National Front for the Liberation of Angola (FNLA),1998,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),1999,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2000,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2001,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2002,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2003,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2004,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2005,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2006,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2007,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2008,9,Angola,Angola,540,5405,,,540-2008-0905-L1,1,,1,"Adam Carr, Angola Elections 2008",,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2009,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,National Front for the Liberation of Angola (FNLA),2010,,Angola,Angola,540,5405,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Front for the Liberation of Mozambique (Frelimo),1959,,Mozambique,Portugal,235,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1960,,Mozambique,Portugal,235,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1961,11,Mozambique,Portugal,235,5411,,,235-1961-1112-L1,1,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1962,,Mozambique,Portugal,235,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1963,,Mozambique,Portugal,235,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1964,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1965,11,Mozambique,Portugal,235,5411,Jan-88,685,235-1965-1107-L1,1,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1966,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1967,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1968,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1969,10,Mozambique,Portugal,235,5411,Jan-88,685,235-1969-1026-L1,1,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1970,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1971,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1972,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1973,10,Mozambique,Portugal,235,5411,Jan-88,685,235-1973-1028-L1,1,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1974,,Mozambique,Portugal,235,5411,Jan-88,685,,0,,0,,,0,0,0,0,1,1,1,0,685
AF,Front for the Liberation of Mozambique (Frelimo),1975,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1976,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1977,9,Mozambique,Portugal,541,5411,,,541-1977-1201-L1,1,,1,"Election World, Mozambique 1977",,0,0,1,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1978,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1979,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1980,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1981,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1982,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1983,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1984,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1985,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Front for the Liberation of Mozambique (Frelimo),1986,12,Mozambique,Portugal,541,5411,,,541-1986-0815-L1,1,,1,"Election World, Mozambique 1986",,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1987,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1988,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1989,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1990,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1991,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1992,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1993,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1994,10,Mozambique,Portugal,541,5411,,,541-1994-1027-L1,1,,1,"Election World, Mozambique 1994",,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1995,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1996,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1997,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1998,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),1999,12,Mozambique,Portugal,541,5411,,,541-1999-1203-L1,1,,1,"Election World, Mozambique 1999",,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2000,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2001,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2002,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2003,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2004,12,Mozambique,Portugal,541,5411,,,541-2004-1201-L1,1,,1,"Election World, Mozambique 2004",,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2005,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2006,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2007,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2008,10,Mozambique,Portugal,541,5411,,,,1,,1,"Election World, Mozambique 2009",,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2009,,Mozambique,Portugal,541,5411,,,541-2009-1028-L1,0,,0,,,0,0,0,0,0,0,1,1,
AF,Front for the Liberation of Mozambique (Frelimo),2010,,Mozambique,Portugal,541,5411,,,,0,,0,,,0,0,0,0,0,0,1,1,
AF,Mozambique National Resistance Movement (RENAMO),1971,,Mozambique,Mozambique,235,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1972,,Mozambique,Mozambique,235,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1973,11,Mozambique,Mozambique,235,5412,,,235-1973-1028-L1,1,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1974,,Mozambique,Mozambique,235,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1975,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1976,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,1,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1977,12,Mozambique,Mozambique,541,5412,1-136,99,541-1977-1201-L1,1,,0,,"Election World, Mozambique 1977",0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1978,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1979,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1980,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1981,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1982,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1983,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1984,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1985,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1986,12,Mozambique,Mozambique,541,5412,1-136,99,541-1986-0815-L1,1,,0,,"Election World, Mozambique 1986",0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1987,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1988,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1989,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1990,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1991,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1992,,Mozambique,Mozambique,541,5412,1-136,99,,0,,0,,,0,0,0,0,1,1,0,0,99
AF,Mozambique National Resistance Movement (RENAMO),1993,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1994,10,Mozambique,Mozambique,541,5412,,,541-1994-1027-L1,1,,1,"Election World, Mozambique 1994",,0,1,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1995,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1996,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1997,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1998,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),1999,12,Mozambique,Mozambique,541,5412,,,541-1999-1203-L1,1,,1,"Election World, Mozambique 1999",,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),2000,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),2001,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),2002,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,0,
AF,Mozambique National Resistance Movement (RENAMO),2003,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2004,12,Mozambique,Mozambique,541,5412,,,541-2004-1201-L1,1,,1,"Election World, Mozambique 2004",,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2006,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2007,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2008,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2009,10,Mozambique,Mozambique,541,5412,,,541-2009-1028-L1,1,,1,"Election World, Mozambique 2009",,0,0,0,0,0,0,0,1,
AF,Mozambique National Resistance Movement (RENAMO),2010,,Mozambique,Mozambique,541,5412,,,,0,,0,,,0,0,0,0,0,0,0,1,
AF,Zimbabwe African People’s Union (ZAPU),1962,12,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,1,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1963,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1964,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1965,5,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,1,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1966,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1967,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,1-122,565,,0,,0,,,0,0,0,0,1,1,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1968,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,1-122,565,,0,,0,,,0,0,0,0,1,1,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1969,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1970,4,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,552-1970-0410-L1,1,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1971,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1972,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1973,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,1-122,565,,0,,0,,,0,0,0,0,1,1,1,0,565
AF,Zimbabwe African People’s Union (ZAPU),1974,7,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,1-122,565,552-1974-0731-L1,1,,0,,"Election World, Zimbabwe 1974",0,0,0,0,1,1,1,0,565
AF,Zimbabwe African People’s Union (ZAPU),1975,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1976,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1977,8,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,552-1977-0831-L1,1,Zimbabwe People's Revolutionary Army (ZIPRA),0,,"Election World, Zimbabwe 1977",0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1978,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,Zimbabwe People's Revolutionary Army (ZIPRA),0,,,0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1979,4,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,552-1979-0410-L1,1,Zimbabwe People's Revolutionary Army (ZIPRA),0,,"Election World, Zimbabwe 1979",0,0,0,0,1,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1980,2,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,552-1980-0214-L1,1,,1,"Election World, Zimbabwe 1980",,0,0,1,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1981,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1982,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1983,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1984,,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,,0,,0,,,0,0,0,0,0,0,1,0,
AF,Zimbabwe African People’s Union (ZAPU),1985,7,Zimbabwe (Rhodesia),Zimbabwe (Rhodesia),552,5521,,,552-1985-0627-L1,1,,1,"Election World, Zimbabwe 1985",,0,0,0,0,0,0,1,0,
