region,name,year,month,basestate,targetstate,countryid,groupid,ucdpid_con,ucdpid_dyad,neldaid,election,alias,part,propart,nopart,viop,peacep,winner,priorp,active,ucdp,terr,beyond_10u,
NAC,Red Guerilla Resistance (RGR),1976,11,United States,United States,2,21,,,002-1976-1102-L1,1,,0,,"Election World, United States 1978",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1977,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1978,11,United States,United States,2,21,,,002-1978-1107-L1,1,,0,,"Election World, United States 1978",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1979,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1980,11,United States,United States,2,21,,,002-1980-1104-L1,1,,0,,"Election World, United States 1980",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1981,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1982,11,United States,United States,2,21,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1983,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1984,11,United States,United States,2,21,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1985,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1986,11,United States,United States,2,21,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,1,0,0,0,
NAC,Red Guerilla Resistance (RGR),1987,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1988,11,United States,United States,2,21,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1989,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1990,11,United States,United States,2,21,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1991,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1992,11,United States,United States,2,21,,,002-1992-1103-L1,1,,0,,"Election World, United States 1992",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1993,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1994,11,United States,United States,2,21,,,002-1994-1108-L1,1,,0,,"Election World, United States 1994",0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1995,,United States,United States,2,21,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Red Guerilla Resistance (RGR),1996,11,United States,United States,2,21,,,002-1996-1105-L1,1,,0,,"Election World, United States 1996",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1980,11,United States,United States,2,22,,,002-1980-1104-L1,1,,0,,"Election World, United States 1980",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1981,,United States,United States,2,22,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1982,11,United States,United States,2,22,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1983,,United States,United States,2,22,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1984,11,United States,United States,2,22,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1985,,United States,United States,2,22,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Legion of Doom,1986,11,United States,United States,2,22,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1987,,United States,United States,2,22,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1988,11,United States,United States,2,22,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1989,,United States,United States,2,22,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1990,11,United States,United States,2,22,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1991,,United States,United States,2,22,,,,,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1992,11,United States,United States,2,22,,,002-1992-1103-L1,1,,0,,"Election World, United States 1992",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1993,,United States,United States,2,22,,,,,,0,,,0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1994,11,United States,United States,2,22,,,002-1994-1108-L1,1,,0,,"Election World, United States 1994",0,0,0,0,0,0,0,0,
NAC,Legion of Doom,1995,,United States,United States,2,22,,,,,,0,,,0,0,0,0,0,0,0,0,
NAC,Croatian National Resistance (HNO),1974,11,United States,United States,2,23,,,002-1974-1105-L1,1,,0,,"Election World, United States 1974",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1975,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1976,11,United States,United States,2,23,,,002-1976-1102-L1,1,,0,,"Election World, United States 1976",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1977,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1978,11,United States,United States,2,23,,,002-1978-1107-L1,1,,0,,"Election World, United States 1978",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1979,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,1,0,1,0,
NAC,Croatian National Resistance (HNO),1980,11,United States,United States,2,23,,,002-1980-1104-L1,1,,0,,"Election World, United States 1980",0,0,0,0,1,0,1,0,
NAC,Croatian National Resistance (HNO),1981,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,1,0,1,0,
NAC,Croatian National Resistance (HNO),1982,11,United States,United States,2,23,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1983,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1984,11,United States,United States,2,23,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1985,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1986,11,United States,United States,2,23,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1987,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1988,11,United States,United States,2,23,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1989,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1990,11,United States,United States,2,23,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,0,0,1,0,
NAC,Croatian National Resistance (HNO),1991,,United States,United States,2,23,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1974,11,United States,United States,2,24,,,002-1974-1105-L1,1,,0,,"Election World, United States 1974",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1975,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1976,11,United States,United States,2,24,,,002-1976-1102-L1,1,,0,,"Election World, United States 1976",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1977,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1978,11,United States,United States,2,24,,,002-1978-1107-L1,1,,0,,"Election World, United States 1978",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1979,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,1,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1980,11,United States,United States,2,24,,,002-1980-1104-L1,1,,0,,"Election World, United States 1980",0,0,0,0,1,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1981,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1982,11,United States,United States,2,24,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1983,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1984,11,United States,United States,2,24,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1985,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1986,11,United States,United States,2,24,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1987,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1988,11,United States,United States,2,24,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1989,,United States,United States,2,24,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Croatian Liberation Fighters (CLF),1990,11,United States,United States,2,24,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,0,0,1,0,
NAC,Black Bloc,1996,11,United States,United States,2,25,,,002-1996-1105-L1,1,,0,,"Election World, United States 1996",0,0,0,0,0,0,0,0,
NAC,Black Bloc,1997,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Black Bloc,1998,11,United States,United States,2,25,,,002-1998-1103-L1,1,,0,,"Election World, United States 1998",0,0,0,0,0,0,0,0,
NAC,Black Bloc,1999,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Black Bloc,2000,11,United States,United States,2,25,,,002-2000-1107-L1,1,,0,,"Election World, United States 2000",0,0,0,0,0,0,0,0,
NAC,Black Bloc,2001,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Black Bloc,2002,11,United States,United States,2,25,,,002-2002-1105-L1,1,,0,,"Election World, United States 2002",0,0,0,0,1,0,0,0,
NAC,Black Bloc,2003,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Black Bloc,2004,11,United States,United States,2,25,,,002-2004-1102-L1,1,,0,,"Election World, United States 2004",0,0,0,0,1,0,0,0,
NAC,Black Bloc,2005,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Black Bloc,2006,11,United States,United States,2,25,,,002-2006-1107-L1,1,,0,,"Election World, United States 2006",0,0,0,0,1,0,0,0,
NAC,Black Bloc,2007,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Black Bloc,2008,11,United States,United States,2,25,,,002-2008-1104-L1,1,,0,,"Election World, United States 2008",0,0,0,0,1,0,0,0,
NAC,Black Bloc,2009,,United States,United States,2,25,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Black Bloc,2010,11,United States,United States,2,25,,,002-2010-1102-L1,1,,0,,"Election World, United States 2010",0,0,0,0,1,0,0,0,
NAC,White Patriot Party (WPP),1980,11,United States,United States,2,26,,,002-1980-1104-L1,1,,0,,"Election World, United States 1980",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1981,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1982,11,United States,United States,2,26,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1983,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1984,11,United States,United States,2,26,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1985,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,White Patriot Party (WPP),1986,11,United States,United States,2,26,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,1,0,0,0,
NAC,White Patriot Party (WPP),1987,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,White Patriot Party (WPP),1988,11,United States,United States,2,26,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1989,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1990,11,United States,United States,2,26,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1991,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1992,11,United States,United States,2,26,,,002-1992-1103-L1,1,,0,,"Election World, United States 1992",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1993,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1994,11,United States,United States,2,26,,,002-1994-1108-L1,1,,0,,"Election World, United States 1994",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1995,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1996,11,United States,United States,2,26,,,002-1996-1105-L1,1,,0,,"Election World, United States 1996",0,0,0,0,0,0,0,0,
NAC,White Patriot Party (WPP),1997,,United States,United States,2,26,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,1996,11,United States,United States,2,27,,,002-1996-1105-L1,1,,0,,"Election World, United States 1996",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,1997,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,1998,11,United States,United States,2,27,,,002-1998-1103-L1,1,,0,,"Election World, United States 1998",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,1999,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2000,11,United States,United States,2,27,,,002-2000-1107-L1,1,,0,,"Election World, United States 2000",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2001,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,White Order of Thule,2002,11,United States,United States,2,27,,,002-2002-1105-L1,1,,0,,"Election World, United States 2002",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2003,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2004,11,United States,United States,2,27,,,002-2004-1102-L1,1,,0,,"Election World, United States 2004",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2005,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2006,11,United States,United States,2,27,,,002-2006-1107-L1,1,,0,,"Election World, United States 2006",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2007,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2008,11,United States,United States,2,27,,,002-2008-1104-L1,1,,0,,"Election World, United States 2008",0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2009,,United States,United States,2,27,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,White Order of Thule,2010,11,United States,United States,2,27,,,002-2010-1102-L1,1,,0,,"Election World, United States 2010",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1982,11,United States,United States,2,28,,,002-1982-1102-L1,1,,0,,"Election World, United States 1982",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1983,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1984,11,United States,United States,2,28,,,002-1984-1106-L1,1,,0,,"Election World, United States 1984",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1985,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1986,11,United States,United States,2,28,,,002-1986-1104-L1,1,,0,,"Election World, United States 1986",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1987,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,"Up the IRS, INC.",1988,11,United States,United States,2,28,,,002-1988-1108-L1,1,,0,,"Election World, United States 1988",0,0,0,0,1,0,0,0,
NAC,"Up the IRS, INC.",1989,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,"Up the IRS, INC.",1990,11,United States,United States,2,28,,,002-1990-1106-L1,1,,0,,"Election World, United States 1990",0,0,0,0,1,0,0,0,
NAC,"Up the IRS, INC.",1991,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,"Up the IRS, INC.",1992,11,United States,United States,2,28,,,002-1992-1103-L1,1,,0,,"Election World, United States 1992",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1993,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1994,11,United States,United States,2,28,,,002-1994-1108-L1,1,,0,,"Election World, United States 1994",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1995,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1996,11,United States,United States,2,28,,,002-1996-1105-L1,1,,0,,"Election World, United States 1996",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1997,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1998,11,United States,United States,2,28,,,002-1998-1103-L1,1,,0,,"Election World, United States 1998",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",1999,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",2000,11,United States,United States,2,28,,,002-2000-1107-L1,1,,0,,"Election World, United States 2000",0,0,0,0,0,0,0,0,
NAC,"Up the IRS, INC.",2001,,United States,United States,2,28,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1971,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1972,11,United States,United States,2,29,,,002-1972-1107-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1972",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1973,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1974,11,United States,United States,2,29,,,002-1974-1105-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1974",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1975,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1976,11,United States,United States,2,29,,,002-1976-1102-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1976",0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1977,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1978,11,United States,United States,2,29,,,002-1978-1107-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1978",0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1979,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1980,11,United States,United States,2,29,,,002-1980-1104-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1980",0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1981,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1982,11,United States,United States,2,29,,,002-1982-1102-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1982",0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1983,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1984,11,United States,United States,2,29,,,002-1984-1106-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1984",0,0,0,0,1,0,0,0,
NAC,United Freedom Front (UFF),1985,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1986,11,United States,United States,2,29,,,002-1986-1104-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1986",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1987,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1988,11,United States,United States,2,29,,,002-1988-1108-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1988",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1989,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1990,11,United States,United States,2,29,,,002-1990-1106-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1990",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1991,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1992,11,United States,United States,2,29,,,002-1992-1103-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1992",0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1993,,United States,United States,2,29,,,,0,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,,0,0,0,0,0,0,0,0,
NAC,United Freedom Front (UFF),1994,11,United States,United States,2,29,,,002-1994-1108-L1,1,"Armed Resistance Unit, Guerrilla Resistance Movement, Revolutionary Fighting Group, Sam Melville/Jonathan Jackson Group",0,,"Election World, United States 1994",0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1984,9,Canada,Canada,20,201,,,020-1984-0904-L1,1,,0,,"Election World, Canada 1984",0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1985,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1986,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1987,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1988,11,Canada,Canada,20,201,,,020-1988-1121-L1,1,,0,,"Election World, Canada 1988",0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1989,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Mohawks (Akwesasne),1990,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,1,0,0,0,
NAC,Mohawks (Akwesasne),1991,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1992,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1993,10,Canada,Canada,20,201,,,020-1993-1025-L1,1,,0,,"Election World, Canada 1993",0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1994,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1995,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1996,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1997,6,Canada,Canada,20,201,,,020-1997-0602-L1,1,,0,,"Election World, Canada 1997",0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1998,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),1999,,Canada,Canada,20,201,,,,0,,0,,,0,0,0,0,0,0,0,0,
NAC,Mohawks (Akwesasne),2000,11,Canada,Canada,20,201,,,020-2000-1127-L1,1,,0,,"Election World, Canada 2000",0,0,0,0,0,0,0,0,
NAC,Mohawks (Kahnawake),1985,,Canada,Canada,20,202,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Mohawks (Kahnawake),1986,,Canada,Canada,20,202,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Mohawks (Kahnawake),1987,,Canada,Canada,20,202,,,,0,,0,,,0,0,0,0,0,0,1,0,
NAC,Mohawks (Kahnawake),1988,11,Canada,Canada,20,202,,,020-1988-1121-L1,1,,0,,"Election World, Canada 1988",0,0,0,0,0,0,1,0,
